"ORDER_ID";"ORDER_DATE";"ORDER_CHANNEL";"CUSTOMER_NAME";"CUSTOMER_TYPE";"WAREHOUSE_CODE";"SHIP_TO_PROVINCE";"ITEM_ID";"ORDER_QTY_UOM";"ORDER_QTY_PCS";"UNIT_SELLING_PRICE_CAD";"UNIT_SELLING_PRICE_USD";"ORDER_STATUS";"SHIPMENT_ID";"OUTBOUND_CARRIER";"OUTBOUND_SERVICE_LEVEL";"ORDER_SHIP_DATE";"ORDER_DELIVERY_DATE";"SHIPPED_QTY_PCS";"OUTBOUND_TRACKING_NUMBER";"FREIGHT_COST_CAD";"FREIGHT_COST_USD";"ITEM_DESCRIPTION";"ITEM_CATEGORY";"ITEM_BRAND";"UNITS_PER_CARTON";"UNIT_NET_WEIGHT";"UNIT_CBM";"AVERAGE_ITEM_COST_CAD";"AVERAGE_ITEM_COST_USD";"COUNTRY_OF_ORIGIN"
"SO-2025-000076";"2025-07-05";"B2C";"Ecommerce-CA";"Consumer";"VAN";"BC";"COS-0026";"Each";2;8.01;5.85;"Pending";"";"";"";"";"";0;"";0.0;0.0;"Vistula Beauty SPF 15 Face Wash";"Face Wash";"Vistula Beauty";12;0.134;0.000553;3.7;2.7;"Poland"
"SO-2025-000077";"2025-08-02";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0001";"Each";2;4.91;3.58;"Shipped";"OUT-000077";"Canada Post";"Express";"2025-08-04";"2025-08-08";2;"CAN1790065204";14.5;10.58;"LumiCare Citrus Lip Balm";"Lip Balm";"LumiCare";12;0.092;0.000196;1.86;1.36;"Poland"
"SO-2025-000078";"2025-08-23";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0003";"Each";3;6.87;5.02;"Cancelled";"";"";"";"";"";0;"";0.0;0.0;"ArcticAura Mint Lip Balm";"Lip Balm";"ArcticAura";36;0.105;0.000171;2.48;1.81;"Poland"
"SO-2025-000079";"2025-07-07";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0016";"Each";2;13.54;9.88;"Pending";"";"";"";"";"";0;"";0.0;0.0;"NordGlow SPF 30 Face Wash";"Face Wash";"NordGlow";6;0.041;0.000846;4.87;3.56;"Poland"
"SO-2025-000080";"2025-08-26";"B2C";"Ecommerce-CA";"Consumer";"TOR";"QC";"COS-0013";"Each";1;3.25;2.37;"Cancelled";"";"";"";"";"";0;"";0.0;0.0;"ArcticAura Hydrating Face Wash";"Face Wash";"ArcticAura";12;0.328;0.001045;1.32;0.96;"Poland"
"SO-2025-000081";"2025-07-24";"B2C";"Ecommerce-CA";"Consumer";"TOR";"NS";"COS-0021";"Each";3;2.82;2.06;"Pending";"";"";"";"";"";0;"";0.0;0.0;"PureBaltic Vitamin C Face Wash";"Face Wash";"PureBaltic";36;0.283;0.00055;1.72;1.26;"Poland"
"SO-2025-000082";"2025-07-22";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0002";"Each";2;12.06;8.8;"Shipped";"OUT-000082";"Purolator";"Express";"2025-07-24";"2025-07-26";2;"PUR8176468161";11.37;8.3;"PureBaltic Vitamin C Face Wash";"Face Wash";"PureBaltic";6;0.177;0.000626;3.58;2.61;"Poland"
"SO-2025-000083";"2025-06-17";"B2C";"Ecommerce-CA";"Consumer";"TOR";"QC";"COS-0009";"Each";3;4.72;3.45;"Shipped";"OUT-000083";"Purolator";"Express";"2025-06-18";"2025-06-19";3;"PUR1360647264";16.58;12.1;"LumiCare Sensitive Skin Face Wash";"Face Wash";"LumiCare";36;0.191;0.000358;1.92;1.4;"Poland"
"SO-2025-000084";"2025-08-17";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0021";"Each";2;2.55;1.86;"Shipped";"OUT-000084";"Purolator";"Express";"2025-08-18";"2025-08-20";2;"PUR5927468036";8.85;6.46;"PureBaltic Vitamin C Face Wash";"Face Wash";"PureBaltic";36;0.283;0.00055;1.72;1.26;"Poland"
"SO-2025-000085";"2025-07-10";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0005";"Each";5;10.25;7.48;"Pending";"";"";"";"";"";0;"";0.0;0.0;"Vistula Beauty Vitamin C Face Cream";"Face Cream";"Vistula Beauty";6;0.241;0.000505;4.52;3.3;"Poland"
"SO-2025-000086";"2025-06-05";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0017";"Each";5;3.19;2.33;"Pending";"";"";"";"";"";0;"";0.0;0.0;"LumiCare SPF 15 Face Wash";"Face Wash";"LumiCare";36;0.257;0.001179;1.5;1.1;"Poland"
"SO-2025-000087";"2025-07-04";"B2C";"Ecommerce-CA";"Consumer";"TOR";"NB";"COS-0006";"Each";5;2.28;1.66;"Shipped";"OUT-000087";"Purolator";"Express";"2025-07-04";"2025-07-08";5;"PUR2071776603";16.48;12.03;"Vistula Beauty SPF 15 Face Cream";"Face Cream";"Vistula Beauty";12;0.224;0.000717;1.38;1.01;"Poland"
"SO-2025-000088";"2025-06-23";"B2C";"Ecommerce-CA";"Consumer";"TOR";"QC";"COS-0011";"Each";3;6.9;5.04;"Shipped";"OUT-000088";"FedEx";"Ground";"2025-06-24";"2025-06-28";3;"FED5328024962";8.11;5.92;"PureBaltic SPF 30 Face Wash";"Face Wash";"PureBaltic";12;0.321;0.00046;2.25;1.64;"Poland"
"SO-2025-000089";"2025-08-01";"B2C";"Ecommerce-CA";"Consumer";"TOR";"QC";"COS-0013";"Each";5;3.28;2.39;"Shipped";"OUT-000089";"UPS";"Priority";"2025-08-01";"2025-08-04";5;"UPS3930065886";15.05;10.99;"ArcticAura Hydrating Face Wash";"Face Wash";"ArcticAura";12;0.328;0.001045;1.32;0.96;"Poland"
"SO-2025-000090";"2025-07-25";"B2C";"Ecommerce-CA";"Consumer";"VAN";"BC";"COS-0025";"Each";2;8.45;6.17;"Pending";"";"";"";"";"";0;"";0.0;0.0;"ArcticAura Hyaluronic Face Cream";"Face Cream";"ArcticAura";6;0.343;0.000936;4.08;2.98;"Poland"
"SO-2025-000091";"2025-08-02";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0028";"Each";3;13.4;9.78;"Shipped";"OUT-000091";"Canada Post";"Priority";"2025-08-03";"2025-08-04";3;"CAN4259770092";11.72;8.56;"PureBaltic Sensitive Skin Face Cream";"Face Cream";"PureBaltic";24;0.055;0.00059;4.77;3.48;"Poland"
"SO-2025-000092";"2025-07-07";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0004";"Each";4;15.64;11.42;"Shipped";"OUT-000092";"Purolator";"Ground";"2025-07-09";"2025-07-14";4;"PUR7924269555";12.44;9.08;"ArcticAura Vitamin C Face Cream";"Face Cream";"ArcticAura";6;0.242;0.000252;5.11;3.73;"Poland"
"SO-2025-000093";"2025-07-10";"B2C";"Ecommerce-CA";"Consumer";"TOR";"QC";"COS-0002";"Each";2;8.76;6.39;"Shipped";"OUT-000093";"UPS";"Express";"2025-07-10";"2025-07-11";2;"UPS6953624200";16.81;12.27;"PureBaltic Vitamin C Face Wash";"Face Wash";"PureBaltic";6;0.177;0.000626;3.58;2.61;"Poland"
"SO-2025-000094";"2025-07-30";"B2C";"Ecommerce-CA";"Consumer";"TOR";"QC";"COS-0028";"Each";1;17.0;12.41;"Shipped";"OUT-000094";"UPS";"Priority";"2025-08-01";"2025-08-05";1;"UPS6923302500";12.29;8.97;"PureBaltic Sensitive Skin Face Cream";"Face Cream";"PureBaltic";24;0.055;0.00059;4.77;3.48;"Poland"
"SO-2025-000095";"2025-07-23";"B2C";"Ecommerce-CA";"Consumer";"TOR";"QC";"COS-0012";"Each";3;9.51;6.94;"Pending";"";"";"";"";"";0;"";0.0;0.0;"ArcticAura Rose Lip Balm";"Lip Balm";"ArcticAura";36;0.125;0.000891;3.2;2.34;"Poland"
"SO-2025-000096";"2025-06-07";"B2C";"Ecommerce-CA";"Consumer";"TOR";"NS";"COS-0011";"Each";2;6.6;4.82;"Shipped";"OUT-000096";"FedEx";"Express";"2025-06-08";"2025-06-12";2;"FED4443324986";16.24;11.86;"PureBaltic SPF 30 Face Wash";"Face Wash";"PureBaltic";12;0.321;0.00046;2.25;1.64;"Poland"
"SO-2025-000097";"2025-07-04";"B2C";"Ecommerce-CA";"Consumer";"TOR";"NS";"COS-0018";"Each";1;7.06;5.15;"Cancelled";"";"";"";"";"";0;"";0.0;0.0;"PureBaltic Rose Lip Balm";"Lip Balm";"PureBaltic";36;0.241;0.000277;2.64;1.93;"Poland"
"SO-2025-000098";"2025-06-07";"B2C";"Ecommerce-CA";"Consumer";"VAN";"AB";"COS-0011";"Each";5;4.53;3.31;"Cancelled";"";"";"";"";"";0;"";0.0;0.0;"PureBaltic SPF 30 Face Wash";"Face Wash";"PureBaltic";12;0.321;0.00046;2.25;1.64;"Poland"
"SO-2025-000099";"2025-06-09";"B2C";"Ecommerce-CA";"Consumer";"TOR";"QC";"COS-0011";"Each";1;6.46;4.72;"Shipped";"OUT-000099";"Purolator";"Priority";"2025-06-10";"2025-06-13";1;"PUR8215696438";17.12;12.5;"PureBaltic SPF 30 Face Wash";"Face Wash";"PureBaltic";12;0.321;0.00046;2.25;1.64;"Poland"
"SO-2025-000100";"2025-07-25";"B2C";"Ecommerce-CA";"Consumer";"TOR";"QC";"COS-0027";"Each";1;11.77;8.59;"Shipped";"OUT-000100";"FedEx";"Ground";"2025-07-26";"2025-07-28";1;"FED6928097248";8.17;5.96;"NordGlow Rose Lip Balm";"Lip Balm";"NordGlow";24;0.321;0.00093;5.65;4.12;"Poland"
"SO-2025-000101";"2025-06-01";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0004";"Each";1;14.7;10.73;"Cancelled";"";"";"";"";"";0;"";0.0;0.0;"ArcticAura Vitamin C Face Cream";"Face Cream";"ArcticAura";6;0.242;0.000252;5.11;3.73;"Poland"
"SO-2025-000102";"2025-07-04";"B2C";"Ecommerce-CA";"Consumer";"VAN";"AB";"COS-0022";"Each";4;4.17;3.04;"Cancelled";"";"";"";"";"";0;"";0.0;0.0;"ArcticAura Sensitive Skin Face Wash";"Face Wash";"ArcticAura";12;0.26;0.00069;1.63;1.19;"Poland"
"SO-2025-000103";"2025-08-07";"B2C";"Ecommerce-CA";"Consumer";"VAN";"MB";"COS-0005";"Each";1;9.04;6.6;"Shipped";"OUT-000103";"UPS";"Ground";"2025-08-09";"2025-08-12";1;"UPS2338275060";12.94;9.45;"Vistula Beauty Vitamin C Face Cream";"Face Cream";"Vistula Beauty";6;0.241;0.000505;4.52;3.3;"Poland"
"SO-2025-000104";"2025-08-07";"B2C";"Ecommerce-CA";"Consumer";"VAN";"AB";"COS-0019";"Each";3;3.06;2.23;"Shipped";"OUT-000104";"FedEx";"Ground";"2025-08-07";"2025-08-09";3;"FED3765204642";17.01;12.42;"LumiCare Hydrating Face Cream";"Face Cream";"LumiCare";36;0.097;0.001069;1.36;0.99;"Poland"
"SO-2025-000105";"2025-08-14";"B2C";"Ecommerce-CA";"Consumer";"TOR";"NB";"COS-0020";"Each";1;3.94;2.88;"Shipped";"OUT-000105";"UPS";"Priority";"2025-08-15";"2025-08-20";1;"UPS9363110235";14.25;10.4;"PureBaltic SPF 15 Face Wash";"Face Wash";"PureBaltic";24;0.34;0.000614;1.6;1.17;"Poland"
"SO-2025-000106";"2025-08-03";"B2C";"Ecommerce-CA";"Consumer";"TOR";"NB";"COS-0009";"Each";5;4.09;2.99;"Shipped";"OUT-000106";"Canada Post";"Express";"2025-08-03";"2025-08-07";5;"CAN8625408585";10.4;7.59;"LumiCare Sensitive Skin Face Wash";"Face Wash";"LumiCare";36;0.191;0.000358;1.92;1.4;"Poland"
"SO-2025-000107";"2025-07-16";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0006";"Each";4;2.62;1.91;"Shipped";"OUT-000107";"Purolator";"Ground";"2025-07-17";"2025-07-21";4;"PUR7524667765";16.94;12.37;"Vistula Beauty SPF 15 Face Cream";"Face Cream";"Vistula Beauty";12;0.224;0.000717;1.38;1.01;"Poland"
"SO-2025-000108";"2025-07-09";"B2C";"Ecommerce-CA";"Consumer";"VAN";"AB";"COS-0007";"Each";3;6.55;4.78;"Shipped";"OUT-000108";"FedEx";"Ground";"2025-07-09";"2025-07-12";3;"FED6083789472";8.56;6.25;"PureBaltic SPF 15 Face Wash";"Face Wash";"PureBaltic";36;0.263;0.001075;2.57;1.88;"Poland"
"SO-2025-000109";"2025-05-30";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0020";"Each";2;3.28;2.39;"Shipped";"OUT-000109";"UPS";"Ground";"2025-06-01";"2025-06-02";2;"UPS7470731466";10.97;8.01;"PureBaltic SPF 15 Face Wash";"Face Wash";"PureBaltic";24;0.34;0.000614;1.6;1.17;"Poland"
"SO-2025-000110";"2025-07-17";"B2C";"Ecommerce-CA";"Consumer";"TOR";"QC";"COS-0028";"Each";4;13.12;9.58;"Pending";"";"";"";"";"";0;"";0.0;0.0;"PureBaltic Sensitive Skin Face Cream";"Face Cream";"PureBaltic";24;0.055;0.00059;4.77;3.48;"Poland"
"SO-2025-000111";"2025-08-20";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0012";"Each";4;9.27;6.77;"Shipped";"OUT-000111";"UPS";"Priority";"2025-08-22";"2025-08-25";4;"UPS3664051034";13.53;9.88;"ArcticAura Rose Lip Balm";"Lip Balm";"ArcticAura";36;0.125;0.000891;3.2;2.34;"Poland"
"SO-2025-000112";"2025-06-22";"B2C";"Ecommerce-CA";"Consumer";"TOR";"QC";"COS-0013";"Each";5;3.15;2.3;"Pending";"";"";"";"";"";0;"";0.0;0.0;"ArcticAura Hydrating Face Wash";"Face Wash";"ArcticAura";12;0.328;0.001045;1.32;0.96;"Poland"
"SO-2025-000113";"2025-08-27";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0028";"Each";5;16.59;12.11;"Shipped";"OUT-000113";"Purolator";"Priority";"2025-08-27";"2025-08-28";5;"PUR8365519590";9.9;7.23;"PureBaltic Sensitive Skin Face Cream";"Face Cream";"PureBaltic";24;0.055;0.00059;4.77;3.48;"Poland"
"SO-2025-000114";"2025-08-15";"B2C";"Ecommerce-CA";"Consumer";"TOR";"QC";"COS-0017";"Each";4;2.63;1.92;"Pending";"";"";"";"";"";0;"";0.0;0.0;"LumiCare SPF 15 Face Wash";"Face Wash";"LumiCare";36;0.257;0.001179;1.5;1.1;"Poland"
"SO-2025-000115";"2025-06-24";"B2C";"Ecommerce-CA";"Consumer";"TOR";"QC";"COS-0030";"Each";2;17.15;12.52;"Cancelled";"";"";"";"";"";0;"";0.0;0.0;"NordGlow SPF 15 Face Cream";"Face Cream";"NordGlow";36;0.148;0.001157;5.27;3.85;"Poland"
"SO-2025-000116";"2025-07-23";"B2C";"Ecommerce-CA";"Consumer";"VAN";"AB";"COS-0014";"Each";4;15.47;11.29;"Cancelled";"";"";"";"";"";0;"";0.0;0.0;"LumiCare Mint Lip Balm";"Lip Balm";"LumiCare";6;0.285;0.000549;5.21;3.8;"Poland"
"SO-2025-000117";"2025-08-21";"B2C";"Ecommerce-CA";"Consumer";"VAN";"AB";"COS-0011";"Each";3;6.13;4.47;"Shipped";"OUT-000117";"Purolator";"Ground";"2025-08-22";"2025-08-24";3;"PUR2776283462";12.48;9.11;"PureBaltic SPF 30 Face Wash";"Face Wash";"PureBaltic";12;0.321;0.00046;2.25;1.64;"Poland"
"SO-2025-000118";"2025-06-06";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0019";"Each";5;3.67;2.68;"Shipped";"OUT-000118";"Purolator";"Priority";"2025-06-07";"2025-06-10";5;"PUR9619413236";11.15;8.14;"LumiCare Hydrating Face Cream";"Face Cream";"LumiCare";36;0.097;0.001069;1.36;0.99;"Poland"
"SO-2025-000119";"2025-06-25";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0026";"Each";5;6.67;4.87;"Shipped";"OUT-000119";"Canada Post";"Express";"2025-06-27";"2025-06-30";5;"CAN6966717035";17.1;12.48;"Vistula Beauty SPF 15 Face Wash";"Face Wash";"Vistula Beauty";12;0.134;0.000553;3.7;2.7;"Poland"
"SO-2025-000120";"2025-07-22";"B2C";"Ecommerce-CA";"Consumer";"VAN";"BC";"COS-0005";"Each";2;9.42;6.88;"Shipped";"OUT-000120";"FedEx";"Ground";"2025-07-24";"2025-07-25";2;"FED9024139510";17.56;12.82;"Vistula Beauty Vitamin C Face Cream";"Face Cream";"Vistula Beauty";6;0.241;0.000505;4.52;3.3;"Poland"
"SO-2025-000121";"2025-06-09";"B2C";"Ecommerce-CA";"Consumer";"VAN";"AB";"COS-0002";"Each";5;8.71;6.36;"Shipped";"OUT-000121";"Purolator";"Priority";"2025-06-10";"2025-06-11";5;"PUR7209570138";13.19;9.63;"PureBaltic Vitamin C Face Wash";"Face Wash";"PureBaltic";6;0.177;0.000626;3.58;2.61;"Poland"
"SO-2025-000122";"2025-08-06";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0002";"Each";2;12.73;9.29;"Shipped";"OUT-000122";"Canada Post";"Priority";"2025-08-06";"2025-08-11";2;"CAN8170514528";16.74;12.22;"PureBaltic Vitamin C Face Wash";"Face Wash";"PureBaltic";6;0.177;0.000626;3.58;2.61;"Poland"
"SO-2025-000123";"2025-06-09";"B2C";"Ecommerce-CA";"Consumer";"TOR";"QC";"COS-0003";"Each";4;8.85;6.46;"Shipped";"OUT-000123";"FedEx";"Ground";"2025-06-11";"2025-06-15";4;"FED9445663159";15.56;11.36;"ArcticAura Mint Lip Balm";"Lip Balm";"ArcticAura";36;0.105;0.000171;2.48;1.81;"Poland"
"SO-2025-000124";"2025-07-08";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0023";"Each";2;3.33;2.43;"Shipped";"OUT-000124";"FedEx";"Priority";"2025-07-10";"2025-07-14";2;"FED6975503176";16.65;12.15;"Vistula Beauty Vitamin C Face Cream";"Face Cream";"Vistula Beauty";24;0.176;0.000203;1.43;1.04;"Poland"
"SO-2025-000125";"2025-07-02";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0013";"Each";1;4.08;2.98;"Shipped";"OUT-000125";"FedEx";"Ground";"2025-07-02";"2025-07-07";1;"FED5881675101";17.98;13.13;"ArcticAura Hydrating Face Wash";"Face Wash";"ArcticAura";12;0.328;0.001045;1.32;0.96;"Poland"
"SO-2025-000126";"2025-07-31";"B2C";"Ecommerce-CA";"Consumer";"TOR";"PE";"COS-0013";"Each";5;3.69;2.69;"Pending";"";"";"";"";"";0;"";0.0;0.0;"ArcticAura Hydrating Face Wash";"Face Wash";"ArcticAura";12;0.328;0.001045;1.32;0.96;"Poland"
"SO-2025-000127";"2025-06-08";"B2C";"Ecommerce-CA";"Consumer";"VAN";"AB";"COS-0011";"Each";1;4.49;3.28;"Pending";"";"";"";"";"";0;"";0.0;0.0;"PureBaltic SPF 30 Face Wash";"Face Wash";"PureBaltic";12;0.321;0.00046;2.25;1.64;"Poland"
"SO-2025-000128";"2025-07-06";"B2C";"Ecommerce-CA";"Consumer";"TOR";"QC";"COS-0007";"Each";2;7.35;5.37;"Shipped";"OUT-000128";"Purolator";"Priority";"2025-07-06";"2025-07-09";2;"PUR3208596501";13.71;10.01;"PureBaltic SPF 15 Face Wash";"Face Wash";"PureBaltic";36;0.263;0.001075;2.57;1.88;"Poland"
"SO-2025-000129";"2025-08-02";"B2C";"Ecommerce-CA";"Consumer";"VAN";"MB";"COS-0013";"Each";4;4.41;3.22;"Shipped";"OUT-000129";"UPS";"Ground";"2025-08-04";"2025-08-05";4;"UPS5295888413";15.74;11.49;"ArcticAura Hydrating Face Wash";"Face Wash";"ArcticAura";12;0.328;0.001045;1.32;0.96;"Poland"
"SO-2025-000130";"2025-08-25";"B2C";"Ecommerce-CA";"Consumer";"VAN";"BC";"COS-0020";"Each";1;3.95;2.88;"Shipped";"OUT-000130";"Canada Post";"Priority";"2025-08-25";"2025-08-28";1;"CAN3304955665";10.66;7.78;"PureBaltic SPF 15 Face Wash";"Face Wash";"PureBaltic";24;0.34;0.000614;1.6;1.17;"Poland"
"SO-2025-000131";"2025-06-28";"B2C";"Ecommerce-CA";"Consumer";"TOR";"QC";"COS-0030";"Each";5;13.32;9.72;"Shipped";"OUT-000131";"FedEx";"Express";"2025-06-30";"2025-07-03";5;"FED7255629785";12.4;9.05;"NordGlow SPF 15 Face Cream";"Face Cream";"NordGlow";36;0.148;0.001157;5.27;3.85;"Poland"
"SO-2025-000132";"2025-07-27";"B2C";"Ecommerce-CA";"Consumer";"VAN";"SK";"COS-0010";"Each";2;14.52;10.6;"Shipped";"OUT-000132";"Canada Post";"Priority";"2025-07-27";"2025-07-31";2;"CAN2554474526";15.43;11.26;"LumiCare Hyaluronic Face Wash";"Face Wash";"LumiCare";6;0.289;0.00105;5.58;4.07;"Poland"
"SO-2025-000133";"2025-06-02";"B2C";"Ecommerce-CA";"Consumer";"VAN";"BC";"COS-0014";"Each";2;11.65;8.5;"Shipped";"OUT-000133";"Purolator";"Ground";"2025-06-02";"2025-06-03";2;"PUR6561482573";16.71;12.2;"LumiCare Mint Lip Balm";"Lip Balm";"LumiCare";6;0.285;0.000549;5.21;3.8;"Poland"
"SO-2025-000134";"2025-06-16";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0009";"Each";5;5.1;3.72;"Shipped";"OUT-000134";"FedEx";"Express";"2025-06-18";"2025-06-23";5;"FED7401438570";9.21;6.72;"LumiCare Sensitive Skin Face Wash";"Face Wash";"LumiCare";36;0.191;0.000358;1.92;1.4;"Poland"
"SO-2025-000135";"2025-07-14";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0020";"Each";3;3.6;2.63;"Shipped";"OUT-000135";"FedEx";"Ground";"2025-07-16";"2025-07-17";3;"FED4513301345";10.86;7.93;"PureBaltic SPF 15 Face Wash";"Face Wash";"PureBaltic";24;0.34;0.000614;1.6;1.17;"Poland"
"SO-2025-000136";"2025-06-09";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0014";"Each";1;11.24;8.21;"Cancelled";"";"";"";"";"";0;"";0.0;0.0;"LumiCare Mint Lip Balm";"Lip Balm";"LumiCare";6;0.285;0.000549;5.21;3.8;"Poland"
"SO-2025-000137";"2025-08-21";"B2C";"Ecommerce-CA";"Consumer";"VAN";"BC";"COS-0006";"Each";5;2.87;2.1;"Cancelled";"";"";"";"";"";0;"";0.0;0.0;"Vistula Beauty SPF 15 Face Cream";"Face Cream";"Vistula Beauty";12;0.224;0.000717;1.38;1.01;"Poland"
"SO-2025-000138";"2025-06-02";"B2C";"Ecommerce-CA";"Consumer";"TOR";"QC";"COS-0022";"Each";3;5.58;4.07;"Pending";"";"";"";"";"";0;"";0.0;0.0;"ArcticAura Sensitive Skin Face Wash";"Face Wash";"ArcticAura";12;0.26;0.00069;1.63;1.19;"Poland"
"SO-2025-000139";"2025-06-25";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0014";"Each";2;12.82;9.36;"Shipped";"OUT-000139";"Canada Post";"Express";"2025-06-26";"2025-06-28";2;"CAN9676337680";14.96;10.92;"LumiCare Mint Lip Balm";"Lip Balm";"LumiCare";6;0.285;0.000549;5.21;3.8;"Poland"
"SO-2025-000140";"2025-07-07";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0029";"Each";5;12.05;8.8;"Shipped";"OUT-000140";"Canada Post";"Ground";"2025-07-07";"2025-07-08";5;"CAN3947168275";10.98;8.02;"LumiCare Hyaluronic Face Wash";"Face Wash";"LumiCare";24;0.23;0.001155;4.96;3.62;"Poland"
"SO-2025-000141";"2025-07-01";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0029";"Each";3;10.88;7.94;"Shipped";"OUT-000141";"FedEx";"Priority";"2025-07-01";"2025-07-03";3;"FED8338176600";16.2;11.83;"LumiCare Hyaluronic Face Wash";"Face Wash";"LumiCare";24;0.23;0.001155;4.96;3.62;"Poland"
"SO-2025-000142";"2025-08-06";"B2C";"Ecommerce-CA";"Consumer";"TOR";"PE";"COS-0021";"Each";5;2.71;1.98;"Shipped";"OUT-000142";"Purolator";"Ground";"2025-08-08";"2025-08-12";5;"PUR9055969498";15.01;10.96;"PureBaltic Vitamin C Face Wash";"Face Wash";"PureBaltic";36;0.283;0.00055;1.72;1.26;"Poland"
"SO-2025-000143";"2025-07-20";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0026";"Each";4;7.61;5.56;"Shipped";"OUT-000143";"UPS";"Ground";"2025-07-20";"2025-07-25";4;"UPS2471227187";7.5;5.48;"Vistula Beauty SPF 15 Face Wash";"Face Wash";"Vistula Beauty";12;0.134;0.000553;3.7;2.7;"Poland"
"SO-2025-000144";"2025-08-20";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0005";"Each";2;8.28;6.04;"Shipped";"OUT-000144";"UPS";"Priority";"2025-08-21";"2025-08-24";2;"UPS8976897169";12.0;8.76;"Vistula Beauty Vitamin C Face Cream";"Face Cream";"Vistula Beauty";6;0.241;0.000505;4.52;3.3;"Poland"
"SO-2025-000145";"2025-08-23";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0019";"Each";5;3.73;2.72;"Cancelled";"";"";"";"";"";0;"";0.0;0.0;"LumiCare Hydrating Face Cream";"Face Cream";"LumiCare";36;0.097;0.001069;1.36;0.99;"Poland"
"SO-2025-000146";"2025-08-01";"B2C";"Ecommerce-CA";"Consumer";"VAN";"BC";"COS-0008";"Each";3;12.67;9.25;"Pending";"";"";"";"";"";0;"";0.0;0.0;"ArcticAura SPF 15 Face Cream";"Face Cream";"ArcticAura";12;0.275;0.000252;4.51;3.29;"Poland"
"SO-2025-000147";"2025-06-20";"B2C";"Ecommerce-CA";"Consumer";"VAN";"AB";"COS-0010";"Each";1;14.61;10.67;"Shipped";"OUT-000147";"FedEx";"Priority";"2025-06-22";"2025-06-26";1;"FED5541178999";9.49;6.93;"LumiCare Hyaluronic Face Wash";"Face Wash";"LumiCare";6;0.289;0.00105;5.58;4.07;"Poland"
"SO-2025-000148";"2025-07-23";"B2C";"Ecommerce-CA";"Consumer";"VAN";"AB";"COS-0023";"Each";3;3.02;2.2;"Shipped";"OUT-000148";"Purolator";"Ground";"2025-07-23";"2025-07-26";3;"PUR6411100164";9.27;6.77;"Vistula Beauty Vitamin C Face Cream";"Face Cream";"Vistula Beauty";24;0.176;0.000203;1.43;1.04;"Poland"
"SO-2025-000149";"2025-08-20";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0021";"Each";3;3.86;2.82;"Shipped";"OUT-000149";"Canada Post";"Ground";"2025-08-22";"2025-08-26";3;"CAN3684341560";13.08;9.55;"PureBaltic Vitamin C Face Wash";"Face Wash";"PureBaltic";36;0.283;0.00055;1.72;1.26;"Poland"
"SO-2025-000150";"2025-07-31";"B2C";"Ecommerce-CA";"Consumer";"VAN";"AB";"COS-0004";"Each";2;10.25;7.48;"Cancelled";"";"";"";"";"";0;"";0.0;0.0;"ArcticAura Vitamin C Face Cream";"Face Cream";"ArcticAura";6;0.242;0.000252;5.11;3.73;"Poland"
"SO-2025-000151";"2025-08-05";"B2C";"Ecommerce-CA";"Consumer";"VAN";"AB";"COS-0013";"Each";2;4.42;3.23;"Shipped";"OUT-000151";"UPS";"Express";"2025-08-06";"2025-08-08";2;"UPS4071888242";10.79;7.88;"ArcticAura Hydrating Face Wash";"Face Wash";"ArcticAura";12;0.328;0.001045;1.32;0.96;"Poland"
